deliverableId,industryCategory,status,score,artifacts,paymentId,error,elapsedSec,checkedAt
landing,product_project_management,PASS,,0,e69ef6ef-88dd-424f-8b9e-a6d2e7d6d2d2,"",5,2026-08-04T17:36:58.5732041+02:00
sales-enablement,product_project_management,PASS,,2,0a0a3833-5b06-4f4e-9e84-2d4b6e193ee7,"",5,2026-08-04T17:38:06.5463953+02:00
white-label-setup,product_project_management,PASS,,2,74b112d1-f955-48fa-b57d-e9e7dae0f00a,"",5,2026-08-04T17:37:49.8014098+02:00
workflow-design,product_project_management,PASS,,2,6b137dcc-70af-4048-b387-f4158f80d878,"",5,2026-08-04T17:36:06.3677666+02:00
audit,product_project_management,PASS,,2,336a4444-73bd-4a3b-ac8c-c490f981e2ea,"",5,2026-08-04T17:35:32.9972778+02:00
custom-software,product_project_management,PASS,,2,1ac9f1c7-3d6c-4e4b-808a-95aedf7787f4,"",6,2026-08-04T17:39:15.4427256+02:00
integration,retail,PASS,,3,a3ed9eaa-dd47-4593-8d3f-4d339aab8f04,"",5,2026-08-04T17:46:28.9236957+02:00
lead-gen-retainer,product_project_management,PASS,,3,aa77ab7d-7589-49cd-885f-3dd852c3e110,"",5,2026-08-04T17:38:41.3485415+02:00
website-business,retail,PASS,,0,6fe88010-50dd-4370-9780-0e72b2a198c0,"",5,2026-08-04T17:55:02.3386668+02:00
setup-custom,product_project_management,PASS,,3,e7bbc512-88e4-4114-8600-aa0709c50ef8,"",5,2026-08-04T17:35:16.3382744+02:00
setup-quick,product_project_management,PASS,,2,95700153-8c02-4e04-a600-c2ac90803a44,"",5,2026-08-04T17:02:03.7196495+02:00
setup-full,product_project_management,PASS,,4,708439ce-a9e3-4c33-9094-0323d54db572,"",378,2026-08-04T17:09:56.3237418+02:00
integration,product_project_management,PASS,,3,71c61e72-46b6-44d1-82fd-2186568c874e,"",5,2026-08-04T17:35:49.6617915+02:00
website-ecommerce,retail,PASS,,0,f275b82c-7b21-4b57-b240-37e53c8ff4f7,"",5,2026-08-04T17:56:41.8818210+02:00
vertical-package,retail,PASS,,2,19a42a9f-0f42-479d-91a8-7c3ca4d842a9,"",5,2026-08-04T18:01:40.9881360+02:00
lead-gen-retainer,retail,PASS,,3,6a645c5b-cf22-41c8-801e-d147a60d9561,"",550,2026-08-04T18:12:31.5048329+02:00
landing,retail,PASS,,0,660c432b-2f79-4d6a-ab82-6ceccd1c1c50,"",215,2026-08-04T18:13:21.7741405+02:00
ai-support-retainer,retail,PASS,,3,b3ac2467-d5a4-4c64-899b-d2380852ec95,"",5,2026-08-04T18:14:11.1269873+02:00
lead-gen-retainer,retail,PASS,,3,7f854a0c-362e-42a3-b89f-7ad35edcee26,"",48,2026-08-04T18:16:05.3447412+02:00
custom-software,retail,FAIL,,0,,"The underlying connection was closed: A connection that was expected to be kept alive was closed by the server.",20,2026-08-04T18:16:06.2253277+02:00
setup-quick,agriculture,PASS,,2,d1dc8bc6-db26-4ab1-bc71-41c7b40e27a4,"",5,2026-08-04T18:17:45.9497228+02:00
ai-support-retainer,retail,PASS,,3,25d80530-e0bb-403e-8fb4-869b0f300124,"",27,2026-08-04T18:18:27.5141507+02:00
setup-full,agriculture,PASS,,4,e2d07d72-4964-4b63-85c8-60bad91c3018,"",21,2026-08-04T18:19:42.2634198+02:00
custom-software,retail,PASS,,2,3c71c6ce-32f0-444f-9dab-db1b35297200,"",68,2026-08-04T18:21:31.4141076+02:00
setup-custom,agriculture,PASS,,3,4600eb18-20ca-4033-945f-8a6f3be89b9b,"",15,2026-08-04T18:21:33.0315409+02:00
audit,agriculture,PASS,,2,d59c1f66-d566-4fa2-9d85-6170141fa711,"",12,2026-08-04T18:23:19.8995956+02:00
setup-quick,agriculture,PASS,,2,fd216896-392b-48f3-aa9d-26617c6cdc72,"",5,2026-08-04T18:23:31.4732199+02:00
integration,agriculture,PASS,,3,a836212d-4196-40f1-aed3-a25bf15c5490,"",7,2026-08-04T18:25:01.5159622+02:00
setup-full,agriculture,PASS,,4,158fa06d-2d24-4377-9a69-d4f2ce1fa1e4,"",5,2026-08-04T18:25:31.3633912+02:00
workflow-design,agriculture,PASS,,2,cb7ebbc2-8eb8-4dc3-98b5-2ad6bd752185,"",6,2026-08-04T18:26:42.3816118+02:00
setup-custom,agriculture,PASS,,3,48a135ef-df62-4262-a85c-256161ba2e1f,"",5,2026-08-04T18:27:30.9831676+02:00
support-priority,agriculture,PASS,,2,af4c3bcf-6a00-499d-ae27-66b4f7713009,"",5,2026-08-04T18:28:22.7151815+02:00
audit,agriculture,PASS,,2,5a4aef85-d797-4a25-b39a-c299e396213e,"",5,2026-08-04T18:29:31.4664945+02:00
support-dedicated,agriculture,PASS,,2,d2e371af-3515-48e4-bd05-f0510a8b9a45,"",5,2026-08-04T18:30:02.2798959+02:00
integration,agriculture,PASS,,3,f648ab24-636e-4349-9090-456421c4b233,"",6,2026-08-04T18:31:32.9856504+02:00
landing,agriculture,PASS,,0,a540062e-2590-48e7-bc9d-3b0ae3a4456e,"",7,2026-08-04T18:31:45.2987576+02:00
website-business,agriculture,PASS,,0,cdb18a0d-b6c3-412a-b18a-23f3d732b55a,"",5,2026-08-04T18:33:25.4223813+02:00
workflow-design,agriculture,PASS,,2,1e630dd3-6239-4c64-b7a1-fb4ac8969912,"",5,2026-08-04T18:33:32.7749338+02:00
website-ecommerce,agriculture,PASS,,0,b67c2a10-cef3-4fc2-854d-680747c547ec,"",6,2026-08-04T18:35:06.8528135+02:00
support-priority,agriculture,PASS,,2,191cd1c4-bc0d-45dc-a2f5-e275ccb4d6ed,"",5,2026-08-04T18:35:33.0348147+02:00
white-label-setup,agriculture,PASS,,2,726f83f1-2efe-485a-ab78-5175553b7010,"",5,2026-08-04T18:36:47.3206651+02:00
support-dedicated,agriculture,PASS,,2,1ee39006-d2bb-40eb-9904-7a26a1398460,"",5,2026-08-04T18:37:33.5306378+02:00
sales-enablement,agriculture,PASS,,2,733efda1-4fdc-41df-acb7-1785ce1f4f40,"",10,2026-08-04T18:38:32.6998113+02:00
landing,agriculture,PASS,,0,0d686097-d6eb-4d2b-922b-7c1b36c80df9,"",6,2026-08-04T18:39:34.8367547+02:00
vertical-package,agriculture,PASS,,2,0e90a27d-c9b4-4b0d-9ea5-e67ba01505f8,"",5,2026-08-04T18:40:12.5178611+02:00
website-business,agriculture,PASS,,0,21d24c28-c232-4b5c-8f5b-de9d79d731f5,"",26,2026-08-04T18:41:56.1749438+02:00
lead-gen-retainer,agriculture,FAIL,,0,,"The underlying connection was closed: A connection that was expected to be kept alive was closed by the server.",19,2026-08-04T18:42:06.7368849+02:00
ai-support-retainer,agriculture,PASS,,3,679091ba-bcd6-44fd-9e96-6befacdfb385,"",6,2026-08-04T18:43:47.7165590+02:00
website-ecommerce,agriculture,PASS,,0,8d15bb61-5465-4874-9e1f-40cb60d3b743,"",5,2026-08-04T18:43:56.6927995+02:00
custom-software,agriculture,PASS,,2,944954c6-8368-4685-9fc8-ba025a3d4b56,"",5,2026-08-04T18:45:27.3057423+02:00
white-label-setup,agriculture,PASS,,2,2e30dedc-8919-4939-9957-fd189eac4802,"",7,2026-08-04T18:45:58.2358899+02:00
setup-quick,energy,PASS,,2,894aeef1-5be5-4adc-bc88-e22f89b958a3,"",5,2026-08-04T18:47:07.3858609+02:00
sales-enablement,agriculture,PASS,,2,bcf92f6d-c03f-4c93-ba14-ce29558ea312,"",5,2026-08-04T18:47:58.3241456+02:00
setup-full,energy,PASS,,4,e3a296a2-88e7-4e42-a796-3400465205a2,"",6,2026-08-04T18:48:48.1870460+02:00
vertical-package,agriculture,PASS,,2,85035ffd-8591-4f85-ae8e-ceeaf1cb61a2,"",6,2026-08-04T18:49:59.1453190+02:00
setup-custom,energy,PASS,,3,6a2c3995-dd41-4e72-8dfe-4f88e6a8e239,"",6,2026-08-04T18:50:29.5417460+02:00
lead-gen-retainer,agriculture,PASS,,3,13606da4-c5e2-4d3f-8afc-28071f43097f,"",5,2026-08-04T18:51:59.0097646+02:00
audit,energy,PASS,,2,1e85f5c2-cd2c-4c8c-9080-68b290746da9,"",11,2026-08-04T18:52:15.4428484+02:00
integration,energy,PASS,,3,d582d894-0599-4933-bc40-2bf7c83463a8,"",5,2026-08-04T18:53:54.9601608+02:00
ai-support-retainer,agriculture,PASS,,3,35d7f2dd-530c-4f0a-9610-73752418ed63,"",6,2026-08-04T18:54:00.2857427+02:00
workflow-design,energy,PASS,,2,4de1e68a-eaa9-43e2-a7f1-2d7aa4353587,"",8,2026-08-04T18:55:37.7280288+02:00
custom-software,agriculture,PASS,,2,ca042714-957a-42e5-aa4d-34d94b324531,"",5,2026-08-04T18:56:00.8218055+02:00
support-priority,energy,PASS,,2,a06a3cf1-b09c-4f25-b8e6-d2bf4c37494d,"",5,2026-08-04T18:57:17.4178788+02:00
setup-quick,energy,PASS,,2,f34b3f19-8faf-4ce1-b336-8da61a7ee98c,"",5,2026-08-04T18:58:00.7444133+02:00
support-dedicated,energy,FAIL,,0,,"The underlying connection was closed: A connection that was expected to be kept alive was closed by the server.",19,2026-08-04T18:59:11.7336166+02:00
setup-full,energy,PASS,,4,8f547e39-703c-4f44-adc6-3945062c67de,"",8,2026-08-04T19:00:04.0339950+02:00
landing,energy,PASS,,0,fba294e9-d7b3-41ca-8836-5228b1bd3d34,"",6,2026-08-04T19:00:52.5020987+02:00
setup-custom,energy,PASS,,3,5d2f8223-044b-4017-9ea7-a0d6c53c9482,"",7,2026-08-04T19:02:06.3750240+02:00
website-business,energy,PASS,,0,193709b5-6414-466a-9631-2f6264f54228,"",6,2026-08-04T19:02:33.3119000+02:00
audit,energy,PASS,,2,80bbea3d-bf7c-496d-8769-e583694313a7,"",5,2026-08-04T19:04:06.3755106+02:00
website-ecommerce,energy,PASS,,0,8b640b75-03ba-4513-9c60-d851f5313f81,"",8,2026-08-04T19:04:16.5536559+02:00
white-label-setup,energy,PASS,,2,7a70c938-ea6c-4c18-87e5-b1876cb16cee,"",6,2026-08-04T19:05:57.9138629+02:00
integration,energy,PASS,,3,6c22137f-9c0d-4fd7-ae08-0ec703f6df63,"",7,2026-08-04T19:06:08.9464471+02:00
sales-enablement,energy,PASS,,2,b170388f-0202-4e00-a1d6-5301b38c9cc5,"",10,2026-08-04T19:07:43.2038092+02:00
workflow-design,energy,PASS,,2,2dc6de3b-c281-4322-a47d-23116f1b79df,"",6,2026-08-04T19:08:10.0853306+02:00
vertical-package,energy,PASS,,2,bdc61591-7283-4f9a-a93a-6ad94e050b4f,"",41,2026-08-04T19:10:00.4425357+02:00
support-priority,energy,PASS,,2,132d7146-bbfa-4f22-a45e-548a57ae8b80,"",18,2026-08-04T19:10:22.7916639+02:00
lead-gen-retainer,energy,PASS,,3,7cc59d2b-d974-4f24-adad-f61c7ed9ae93,"",67,2026-08-04T19:12:42.3040704+02:00
support-dedicated,energy,PASS,,2,68dac595-8d1d-41bf-afe4-789400dcd85a,"",105,2026-08-04T19:14:04.1176805+02:00
ai-support-retainer,energy,PASS,,3,75c1d277-4f7b-49fb-90a7-f5d5eb7f3bfd,"",5,2026-08-04T19:14:22.4010375+02:00
custom-software,energy,PASS,,2,e88a93f3-92b4-455a-9ade-28ee1fbd8102,"",6,2026-08-04T19:16:03.2195201+02:00
landing,energy,PASS,,0,37715e77-769c-4865-995f-1df50463d893,"",5,2026-08-04T19:16:04.0894462+02:00
