deliverableId,industry,status,score,artifacts,seconds,error,checkedAt
setup-quick,finance,PASS,,2,2,"",2026-08-03T20:23:10.4679104+02:00
setup-quick,logistics,PASS,,2,3,"",2026-08-03T20:23:13.2719236+02:00
setup-quick,beauty,PASS,,2,2,"",2026-08-03T20:23:15.5117729+02:00
setup-quick,fitness,PASS,,2,2,"",2026-08-03T20:23:17.6507566+02:00
setup-quick,agriculture,PASS,,2,2,"",2026-08-03T20:23:19.8420082+02:00
setup-quick,automotive,PASS,,2,2,"",2026-08-03T20:23:22.0742723+02:00
setup-quick,real-estate,PASS,,2,2,"",2026-08-03T20:23:24.2172751+02:00
setup-quick,manufacturing,PASS,,2,2,"",2026-08-03T20:23:26.3411083+02:00
setup-quick,technology,PASS,,2,2,"",2026-08-03T20:23:28.4900503+02:00
setup-quick,media,PASS,,2,2,"",2026-08-03T20:23:30.6042758+02:00
setup-quick,nonprofit,PASS,,2,2,"",2026-08-03T20:23:32.8934107+02:00
setup-quick,government,PASS,,2,2,"",2026-08-03T20:23:35.0907858+02:00
setup-quick,energy,PASS,,2,2,"",2026-08-03T20:23:37.2879046+02:00
setup-quick,travel,PASS,,2,2,"",2026-08-03T20:23:39.6297629+02:00
setup-quick,professional,PASS,,2,2,"",2026-08-03T20:23:41.7982563+02:00
setup-quick,entertainment,PASS,,2,2,"",2026-08-03T20:23:43.9792700+02:00
setup-quick,home_services,PASS,,2,2,"",2026-08-03T20:23:46.0949079+02:00
setup-quick,pets,PASS,,2,2,"",2026-08-03T20:23:48.2742850+02:00
setup-quick,industrial,PASS,,2,2,"",2026-08-03T20:23:50.4786609+02:00
audit,development_it,PASS,,2,2,"",2026-08-03T20:23:56.1726780+02:00
audit,ai_data,PASS,,2,2,"",2026-08-03T20:23:58.3436277+02:00
audit,design_creative,PASS,,2,2,"",2026-08-03T20:24:00.4933012+02:00
audit,writing_translation,PASS,,2,2,"",2026-08-03T20:24:02.7150364+02:00
audit,marketing,PASS,,2,2,"",2026-08-03T20:24:04.8817253+02:00
audit,sales,PASS,,2,2,"",2026-08-03T20:24:07.0114129+02:00
audit,admin_support,PASS,,2,2,"",2026-08-03T20:24:09.1791432+02:00
audit,customer_service,PASS,,2,2,"",2026-08-03T20:24:11.6179818+02:00
audit,business_consulting,PASS,,2,2,"",2026-08-03T20:24:13.8623184+02:00
audit,finance_accounting,PASS,,2,2,"",2026-08-03T20:24:16.1437626+02:00
audit,legal_services,PASS,,2,2,"",2026-08-03T20:24:18.4245977+02:00
audit,ecommerce,PASS,,2,2,"",2026-08-03T20:24:20.5407827+02:00
audit,engineering_architecture,PASS,,2,2,"",2026-08-03T20:24:22.7574127+02:00
audit,video_animation,PASS,,2,2,"",2026-08-03T20:24:24.8922416+02:00
audit,audio_music,PASS,,2,2,"",2026-08-03T20:24:27.0441874+02:00
audit,education_training,PASS,,2,2,"",2026-08-03T20:24:29.1938735+02:00
audit,hr_recruiting,PASS,,2,2,"",2026-08-03T20:24:31.3452154+02:00
audit,photography,PASS,,2,2,"",2026-08-03T20:24:33.6712407+02:00
audit,product_project_management,PASS,,2,2,"",2026-08-03T20:24:35.8083272+02:00
audit,engineering_science,PASS,,2,3,"",2026-08-03T20:24:38.5574337+02:00
audit,web3,PASS,,2,6,"",2026-08-03T20:24:45.2605599+02:00
audit,localization,PASS,,2,2,"",2026-08-03T20:24:47.7985875+02:00
audit,community_moderation,PASS,,2,2,"",2026-08-03T20:24:50.1836500+02:00
audit,creator_services,PASS,,2,2,"",2026-08-03T20:24:52.6768614+02:00
audit,real_estate_services,PASS,,2,2,"",2026-08-03T20:24:54.9743425+02:00
audit,healthcare,PASS,,2,2,"",2026-08-03T20:24:57.1365926+02:00
audit,legal,PASS,,2,2,"",2026-08-03T20:24:59.2747037+02:00
audit,retail,PASS,,2,3,"",2026-08-03T20:25:01.8467231+02:00
audit,hospitality,PASS,,2,2,"",2026-08-03T20:25:04.2419375+02:00
audit,construction,PASS,,2,2,"",2026-08-03T20:25:06.3694972+02:00
audit,education,PASS,,2,2,"",2026-08-03T20:25:08.5183373+02:00
audit,finance,PASS,,2,2,"",2026-08-03T20:25:10.6933061+02:00
audit,logistics,PASS,,2,2,"",2026-08-03T20:25:13.1795786+02:00
audit,beauty,PASS,,2,2,"",2026-08-03T20:25:15.6788942+02:00
audit,fitness,PASS,,2,2,"",2026-08-03T20:25:17.8297125+02:00
audit,agriculture,PASS,,2,2,"",2026-08-03T20:25:20.0268150+02:00
audit,automotive,PASS,,2,2,"",2026-08-03T20:25:22.2775045+02:00
audit,real-estate,PASS,,2,3,"",2026-08-03T20:25:24.8500584+02:00
audit,manufacturing,PASS,,2,2,"",2026-08-03T20:25:27.3186208+02:00
audit,technology,PASS,,2,2,"",2026-08-03T20:25:29.4424232+02:00
audit,media,PASS,,2,2,"",2026-08-03T20:25:31.5634691+02:00
audit,nonprofit,PASS,,2,2,"",2026-08-03T20:25:33.8256503+02:00
audit,government,PASS,,2,2,"",2026-08-03T20:25:36.1383620+02:00
audit,energy,PASS,,2,2,"",2026-08-03T20:25:38.2930194+02:00
audit,travel,PASS,,2,2,"",2026-08-03T20:25:40.4288080+02:00
audit,professional,PASS,,2,2,"",2026-08-03T20:25:42.5932651+02:00
audit,entertainment,PASS,,2,2,"",2026-08-03T20:25:45.0803347+02:00
audit,home_services,PASS,,2,2,"",2026-08-03T20:25:47.3134113+02:00
audit,pets,PASS,,2,2,"",2026-08-03T20:25:49.5613085+02:00
setup-full,development_it,PASS,,4,2,"",2026-08-03T20:30:34.9426544+02:00
setup-full,ai_data,PASS,,4,2,"",2026-08-03T20:30:37.2399897+02:00
setup-full,design_creative,PASS,,4,2,"",2026-08-03T20:30:39.5793186+02:00
setup-full,writing_translation,PASS,,4,2,"",2026-08-03T20:30:41.8273941+02:00
setup-full,marketing,PASS,,4,2,"",2026-08-03T20:30:44.5488964+02:00
setup-full,sales,PASS,,4,2,"",2026-08-03T20:30:46.9758827+02:00
setup-full,admin_support,PASS,,4,2,"",2026-08-03T20:30:49.7922037+02:00
setup-full,customer_service,PASS,,4,2,"",2026-08-03T20:30:52.0153313+02:00
setup-full,business_consulting,PASS,,4,2,"",2026-08-03T20:30:54.3979641+02:00
setup-full,finance_accounting,PASS,,4,2,"",2026-08-03T20:30:56.7071352+02:00
setup-full,legal_services,PASS,,4,2,"",2026-08-03T20:30:59.1570585+02:00
setup-full,ecommerce,PASS,,4,2,"",2026-08-03T20:31:01.4260162+02:00
setup-full,engineering_architecture,PASS,,4,2,"",2026-08-03T20:31:03.5762334+02:00
setup-full,video_animation,PASS,,4,2,"",2026-08-03T20:31:05.8097694+02:00
setup-full,audio_music,PASS,,4,2,"",2026-08-03T20:31:07.9810696+02:00
setup-full,education_training,PASS,,4,2,"",2026-08-03T20:31:10.4738043+02:00
setup-full,hr_recruiting,PASS,,4,2,"",2026-08-03T20:31:12.6979050+02:00
setup-full,photography,PASS,,4,2,"",2026-08-03T20:31:14.9290504+02:00
setup-full,product_project_management,PASS,,4,2,"",2026-08-03T20:31:17.1450023+02:00
setup-full,engineering_science,PASS,,4,2,"",2026-08-03T20:31:19.3698550+02:00
setup-full,web3,PASS,,4,2,"",2026-08-03T20:31:21.7878699+02:00
setup-full,localization,PASS,,4,2,"",2026-08-03T20:31:23.9948293+02:00
setup-full,community_moderation,PASS,,4,2,"",2026-08-03T20:31:26.2737728+02:00
setup-full,creator_services,PASS,,4,2,"",2026-08-03T20:31:28.7486825+02:00
setup-full,real_estate_services,PASS,,4,2,"",2026-08-03T20:31:30.9277149+02:00
setup-full,healthcare,PASS,,4,2,"",2026-08-03T20:31:33.0471931+02:00
setup-full,legal,PASS,,4,2,"",2026-08-03T20:31:35.3034284+02:00
setup-full,retail,PASS,,4,2,"",2026-08-03T20:31:37.6403952+02:00
setup-full,hospitality,PASS,,4,2,"",2026-08-03T20:31:40.0112878+02:00
setup-full,construction,PASS,,4,2,"",2026-08-03T20:31:42.3485205+02:00
setup-full,education,PASS,,4,2,"",2026-08-03T20:31:44.5636042+02:00
setup-full,finance,PASS,,4,2,"",2026-08-03T20:31:46.7429091+02:00
setup-full,logistics,PASS,,4,2,"",2026-08-03T20:31:48.9596607+02:00
setup-full,beauty,PASS,,4,2,"",2026-08-03T20:31:51.2017551+02:00
setup-full,fitness,PASS,,4,6,"",2026-08-03T20:31:57.5989881+02:00
setup-full,agriculture,PASS,,4,2,"",2026-08-03T20:31:59.7906558+02:00
setup-full,automotive,PASS,,4,2,"",2026-08-03T20:32:02.1932142+02:00
setup-full,real-estate,PASS,,4,2,"",2026-08-03T20:32:04.4214502+02:00
setup-full,manufacturing,PASS,,4,2,"",2026-08-03T20:32:06.8782391+02:00
setup-full,technology,PASS,,4,2,"",2026-08-03T20:32:09.4907405+02:00
setup-full,media,PASS,,4,3,"",2026-08-03T20:32:12.2097487+02:00
setup-full,nonprofit,PASS,,4,2,"",2026-08-03T20:32:14.4164294+02:00
setup-full,government,PASS,,4,2,"",2026-08-03T20:32:16.6266792+02:00
setup-full,energy,PASS,,4,3,"",2026-08-03T20:32:19.2633131+02:00
setup-full,travel,PASS,,4,2,"",2026-08-03T20:32:21.4938728+02:00
setup-full,professional,PASS,,4,2,"",2026-08-03T20:32:23.8952160+02:00
setup-full,entertainment,PASS,,4,2,"",2026-08-03T20:32:26.0637925+02:00
setup-full,home_services,PASS,,4,2,"",2026-08-03T20:32:28.2327316+02:00
setup-full,pets,PASS,,4,2,"",2026-08-03T20:32:30.6908904+02:00
setup-full,industrial,PASS,,4,2,"",2026-08-03T20:32:32.8784099+02:00
setup-custom,development_it,PASS,,3,2,"",2026-08-03T20:32:35.1874751+02:00
setup-custom,ai_data,PASS,,3,2,"",2026-08-03T20:32:37.3831969+02:00
setup-custom,design_creative,PASS,,3,2,"",2026-08-03T20:32:39.5650365+02:00
setup-custom,writing_translation,PASS,,3,2,"",2026-08-03T20:32:41.8909864+02:00
setup-custom,marketing,PASS,,3,2,"",2026-08-03T20:32:44.0607322+02:00
setup-custom,sales,PASS,,3,2,"",2026-08-03T20:32:46.1925932+02:00
setup-custom,admin_support,PASS,,3,2,"",2026-08-03T20:32:48.3158722+02:00
setup-custom,customer_service,PASS,,3,2,"",2026-08-03T20:32:50.4468103+02:00
setup-custom,business_consulting,PASS,,3,2,"",2026-08-03T20:32:52.5763645+02:00
setup-custom,finance_accounting,PASS,,3,2,"",2026-08-03T20:32:54.7784158+02:00
setup-custom,legal_services,PASS,,3,2,"",2026-08-03T20:32:56.9771652+02:00
setup-custom,ecommerce,PASS,,3,2,"",2026-08-03T20:32:59.0791072+02:00
setup-custom,engineering_architecture,PASS,,3,2,"",2026-08-03T20:33:01.3327020+02:00
setup-custom,video_animation,PASS,,3,2,"",2026-08-03T20:33:03.5115677+02:00
setup-custom,audio_music,PASS,,3,2,"",2026-08-03T20:33:05.6641727+02:00
setup-custom,education_training,PASS,,3,2,"",2026-08-03T20:33:07.7645723+02:00
setup-custom,hr_recruiting,PASS,,3,2,"",2026-08-03T20:33:09.8660295+02:00
setup-custom,photography,PASS,,3,2,"",2026-08-03T20:33:12.0480468+02:00
setup-custom,product_project_management,PASS,,3,2,"",2026-08-03T20:33:14.1724375+02:00
setup-custom,engineering_science,PASS,,3,2,"",2026-08-03T20:33:16.5121960+02:00
setup-custom,web3,PASS,,3,2,"",2026-08-03T20:33:18.6137325+02:00
setup-custom,localization,PASS,,3,2,"",2026-08-03T20:33:20.7281325+02:00
setup-custom,community_moderation,PASS,,3,2,"",2026-08-03T20:33:22.8521932+02:00
setup-custom,creator_services,PASS,,3,2,"",2026-08-03T20:33:25.0687566+02:00
setup-custom,real_estate_services,PASS,,3,2,"",2026-08-03T20:33:27.1960220+02:00
setup-custom,healthcare,PASS,,3,2,"",2026-08-03T20:33:29.4938074+02:00
setup-custom,legal,PASS,,3,2,"",2026-08-03T20:33:31.8417464+02:00
setup-custom,retail,PASS,,3,2,"",2026-08-03T20:33:33.9483181+02:00
setup-custom,hospitality,PASS,,3,2,"",2026-08-03T20:33:36.0488198+02:00
setup-custom,construction,PASS,,3,2,"",2026-08-03T20:33:38.1682864+02:00
setup-custom,education,PASS,,3,2,"",2026-08-03T20:33:40.4468262+02:00
setup-custom,finance,PASS,,3,2,"",2026-08-03T20:33:42.7470489+02:00
setup-custom,logistics,PASS,,3,2,"",2026-08-03T20:33:44.9483547+02:00
setup-custom,beauty,PASS,,3,2,"",2026-08-03T20:33:47.3970152+02:00
setup-custom,fitness,PASS,,3,2,"",2026-08-03T20:33:49.6756799+02:00
setup-custom,agriculture,PASS,,3,2,"",2026-08-03T20:33:51.9363952+02:00
setup-custom,automotive,PASS,,3,2,"",2026-08-03T20:33:54.1784840+02:00
setup-custom,real-estate,PASS,,3,2,"",2026-08-03T20:33:56.2851721+02:00
setup-custom,manufacturing,PASS,,3,2,"",2026-08-03T20:33:58.4018888+02:00
setup-custom,technology,PASS,,3,2,"",2026-08-03T20:34:00.5248190+02:00
setup-custom,media,PASS,,3,2,"",2026-08-03T20:34:02.9818399+02:00
setup-custom,nonprofit,PASS,,3,2,"",2026-08-03T20:34:05.1536688+02:00
setup-custom,government,PASS,,3,2,"",2026-08-03T20:34:07.2626091+02:00
setup-custom,energy,PASS,,3,2,"",2026-08-03T20:34:09.3751763+02:00
setup-custom,travel,PASS,,3,2,"",2026-08-03T20:34:11.8662783+02:00
setup-custom,professional,PASS,,3,2,"",2026-08-03T20:34:14.1332258+02:00
setup-custom,entertainment,PASS,,3,2,"",2026-08-03T20:34:16.2342357+02:00
setup-custom,home_services,PASS,,3,2,"",2026-08-03T20:34:18.3607125+02:00
setup-custom,pets,PASS,,3,2,"",2026-08-03T20:34:20.4682219+02:00
setup-custom,industrial,PASS,,3,2,"",2026-08-03T20:34:22.5811500+02:00
audit,industrial,PASS,,2,2,"",2026-08-03T20:34:24.7420016+02:00
integration,development_it,PASS,,3,2,"",2026-08-03T20:34:27.0314714+02:00
integration,ai_data,PASS,,3,2,"",2026-08-03T20:34:29.3174544+02:00
integration,design_creative,PASS,,3,2,"",2026-08-03T20:34:31.5020514+02:00
integration,writing_translation,PASS,,3,2,"",2026-08-03T20:34:33.8335212+02:00
integration,marketing,PASS,,3,2,"",2026-08-03T20:34:36.0138595+02:00
integration,sales,PASS,,3,2,"",2026-08-03T20:34:38.1497692+02:00
integration,admin_support,PASS,,3,2,"",2026-08-03T20:34:40.2776940+02:00
integration,customer_service,PASS,,3,2,"",2026-08-03T20:34:42.3969636+02:00
integration,business_consulting,PASS,,3,2,"",2026-08-03T20:34:44.5839210+02:00
integration,finance_accounting,PASS,,3,2,"",2026-08-03T20:34:46.8592384+02:00
integration,legal_services,PASS,,3,2,"",2026-08-03T20:34:49.4433541+02:00
integration,ecommerce,PASS,,3,2,"",2026-08-03T20:34:51.6680323+02:00
integration,engineering_architecture,PASS,,3,2,"",2026-08-03T20:34:53.8698398+02:00
integration,video_animation,PASS,,3,2,"",2026-08-03T20:34:56.0269103+02:00
integration,audio_music,PASS,,3,2,"",2026-08-03T20:34:58.1513188+02:00
integration,education_training,PASS,,3,2,"",2026-08-03T20:35:00.2794754+02:00
integration,hr_recruiting,PASS,,3,2,"",2026-08-03T20:35:02.4471205+02:00
integration,photography,PASS,,3,2,"",2026-08-03T20:35:04.7059477+02:00
integration,product_project_management,PASS,,3,2,"",2026-08-03T20:35:06.8375598+02:00
integration,engineering_science,PASS,,3,2,"",2026-08-03T20:35:09.2781230+02:00
integration,web3,PASS,,3,2,"",2026-08-03T20:35:11.4999658+02:00
integration,localization,PASS,,3,2,"",2026-08-03T20:35:13.8761184+02:00
integration,real_estate_services,PASS,,3,92,"",2026-08-03T20:45:46.3763524+02:00
integration,healthcare,PASS,,3,2,"",2026-08-03T20:45:48.8645832+02:00
integration,legal,PASS,,3,2,"",2026-08-03T20:45:51.0887705+02:00
integration,retail,PASS,,3,2,"",2026-08-03T20:45:53.2915945+02:00
integration,hospitality,PASS,,3,2,"",2026-08-03T20:45:55.4817117+02:00
integration,construction,PASS,,3,2,"",2026-08-03T20:45:57.6063954+02:00
integration,education,PASS,,3,2,"",2026-08-03T20:45:59.7837937+02:00
integration,finance,PASS,,3,2,"",2026-08-03T20:46:01.9721461+02:00
integration,logistics,PASS,,3,2,"",2026-08-03T20:46:04.3683081+02:00
integration,beauty,PASS,,3,2,"",2026-08-03T20:46:06.5408055+02:00
integration,fitness,PASS,,3,2,"",2026-08-03T20:46:08.7084458+02:00
integration,agriculture,PASS,,3,2,"",2026-08-03T20:46:10.8620755+02:00
integration,automotive,PASS,,3,2,"",2026-08-03T20:46:12.9960230+02:00
integration,real-estate,PASS,,3,2,"",2026-08-03T20:46:15.1493838+02:00
integration,manufacturing,PASS,,3,2,"",2026-08-03T20:46:17.4180142+02:00
integration,technology,PASS,,3,2,"",2026-08-03T20:46:19.6526163+02:00
integration,media,PASS,,3,2,"",2026-08-03T20:46:21.8618267+02:00
integration,nonprofit,PASS,,3,2,"",2026-08-03T20:46:24.1760034+02:00
integration,government,PASS,,3,2,"",2026-08-03T20:46:26.3451860+02:00
integration,energy,PASS,,3,2,"",2026-08-03T20:46:28.5073953+02:00
integration,travel,PASS,,3,2,"",2026-08-03T20:46:30.6390274+02:00
integration,professional,PASS,,3,2,"",2026-08-03T20:46:32.8134284+02:00
integration,entertainment,PASS,,3,2,"",2026-08-03T20:46:34.9237054+02:00
integration,home_services,PASS,,3,2,"",2026-08-03T20:46:37.0556494+02:00
integration,pets,PASS,,3,2,"",2026-08-03T20:46:39.2176640+02:00
integration,industrial,PASS,,3,2,"",2026-08-03T20:46:41.3799101+02:00
workflow-design,development_it,PASS,,2,2,"",2026-08-03T20:46:43.5461715+02:00
workflow-design,ai_data,PASS,,2,2,"",2026-08-03T20:46:45.7493465+02:00
workflow-design,design_creative,PASS,,2,2,"",2026-08-03T20:46:47.9713141+02:00
workflow-design,writing_translation,PASS,,2,2,"",2026-08-03T20:46:50.3717311+02:00
workflow-design,marketing,PASS,,2,2,"",2026-08-03T20:46:52.5760552+02:00
workflow-design,sales,PASS,,2,2,"",2026-08-03T20:46:54.8180918+02:00
workflow-design,admin_support,PASS,,2,2,"",2026-08-03T20:46:56.9422268+02:00
workflow-design,customer_service,PASS,,2,2,"",2026-08-03T20:46:59.0620059+02:00
workflow-design,business_consulting,PASS,,2,2,"",2026-08-03T20:47:01.2323339+02:00
workflow-design,finance_accounting,PASS,,2,2,"",2026-08-03T20:47:03.3649489+02:00
workflow-design,legal_services,PASS,,2,2,"",2026-08-03T20:47:05.6268177+02:00
workflow-design,ecommerce,PASS,,2,2,"",2026-08-03T20:47:07.8091980+02:00
workflow-design,engineering_architecture,PASS,,2,2,"",2026-08-03T20:47:09.9686618+02:00
workflow-design,video_animation,PASS,,2,2,"",2026-08-03T20:47:12.1090114+02:00
workflow-design,audio_music,PASS,,2,2,"",2026-08-03T20:47:14.5625042+02:00
workflow-design,education_training,PASS,,2,2,"",2026-08-03T20:47:16.8322708+02:00
workflow-design,hr_recruiting,PASS,,2,2,"",2026-08-03T20:47:19.0222686+02:00
workflow-design,photography,PASS,,2,2,"",2026-08-03T20:47:21.3089290+02:00
workflow-design,product_project_management,PASS,,2,2,"",2026-08-03T20:47:23.4346025+02:00
workflow-design,engineering_science,PASS,,2,2,"",2026-08-03T20:47:25.7670656+02:00
workflow-design,web3,PASS,,2,2,"",2026-08-03T20:47:27.9167284+02:00
workflow-design,localization,PASS,,2,2,"",2026-08-03T20:47:30.0621627+02:00
workflow-design,community_moderation,PASS,,2,2,"",2026-08-03T20:47:32.2139993+02:00
workflow-design,creator_services,PASS,,2,2,"",2026-08-03T20:47:34.4647647+02:00
workflow-design,real_estate_services,PASS,,2,2,"",2026-08-03T20:47:36.6786522+02:00
workflow-design,healthcare,PASS,,2,2,"",2026-08-03T20:47:38.8335801+02:00
workflow-design,legal,PASS,,2,2,"",2026-08-03T20:47:41.0186492+02:00
workflow-design,retail,PASS,,2,2,"",2026-08-03T20:47:43.1399220+02:00
workflow-design,hospitality,PASS,,2,2,"",2026-08-03T20:47:45.2632452+02:00
workflow-design,construction,PASS,,2,2,"",2026-08-03T20:47:47.3921422+02:00
workflow-design,education,PASS,,2,2,"",2026-08-03T20:47:49.5345963+02:00
workflow-design,finance,PASS,,2,2,"",2026-08-03T20:47:51.8108642+02:00
workflow-design,logistics,PASS,,2,2,"",2026-08-03T20:47:54.1361947+02:00
workflow-design,beauty,PASS,,2,2,"",2026-08-03T20:47:56.2966584+02:00
workflow-design,fitness,PASS,,2,2,"",2026-08-03T20:47:58.4841598+02:00
workflow-design,agriculture,PASS,,2,2,"",2026-08-03T20:48:00.6403754+02:00
workflow-design,automotive,PASS,,2,2,"",2026-08-03T20:48:02.8435259+02:00
workflow-design,real-estate,PASS,,2,2,"",2026-08-03T20:48:05.0865726+02:00
workflow-design,manufacturing,PASS,,2,2,"",2026-08-03T20:48:07.2587942+02:00
workflow-design,technology,PASS,,2,2,"",2026-08-03T20:48:09.3748283+02:00
workflow-design,media,PASS,,2,2,"",2026-08-03T20:48:11.5268653+02:00
workflow-design,nonprofit,PASS,,2,2,"",2026-08-03T20:48:13.6693276+02:00
workflow-design,government,PASS,,2,2,"",2026-08-03T20:48:15.8529818+02:00
workflow-design,energy,PASS,,2,2,"",2026-08-03T20:48:17.9839868+02:00
workflow-design,travel,PASS,,2,2,"",2026-08-03T20:48:20.1023276+02:00
workflow-design,professional,PASS,,2,2,"",2026-08-03T20:48:22.3457224+02:00
workflow-design,entertainment,PASS,,2,2,"",2026-08-03T20:48:24.6491497+02:00
workflow-design,home_services,PASS,,2,2,"",2026-08-03T20:48:26.8055086+02:00
workflow-design,pets,PASS,,2,2,"",2026-08-03T20:48:29.0886535+02:00
workflow-design,industrial,PASS,,2,2,"",2026-08-03T20:48:31.3293856+02:00
support-priority,development_it,PASS,,2,2,"",2026-08-03T20:48:33.5501563+02:00
support-priority,ai_data,PASS,,2,2,"",2026-08-03T20:48:35.8272088+02:00
support-priority,design_creative,PASS,,2,2,"",2026-08-03T20:48:37.9513899+02:00
support-priority,writing_translation,PASS,,2,2,"",2026-08-03T20:48:40.0786297+02:00
support-priority,marketing,PASS,,2,2,"",2026-08-03T20:48:42.2061388+02:00
support-priority,sales,PASS,,2,2,"",2026-08-03T20:48:44.4834841+02:00
support-priority,admin_support,PASS,,2,2,"",2026-08-03T20:48:46.6470550+02:00
support-priority,customer_service,PASS,,2,2,"",2026-08-03T20:48:48.7828960+02:00
support-priority,business_consulting,PASS,,2,2,"",2026-08-03T20:48:51.0863003+02:00
support-priority,finance_accounting,PASS,,2,2,"",2026-08-03T20:48:53.2845239+02:00
support-priority,legal_services,PASS,,2,2,"",2026-08-03T20:48:55.4606514+02:00
support-priority,ecommerce,PASS,,2,2,"",2026-08-03T20:48:57.6786968+02:00
support-priority,engineering_architecture,PASS,,2,2,"",2026-08-03T20:48:59.8163375+02:00
support-priority,video_animation,PASS,,2,2,"",2026-08-03T20:49:01.9900244+02:00
support-priority,audio_music,PASS,,2,3,"",2026-08-03T20:49:04.7673157+02:00
support-priority,education_training,PASS,,2,2,"",2026-08-03T20:49:07.0283007+02:00
support-priority,hr_recruiting,PASS,,2,2,"",2026-08-03T20:49:09.1615493+02:00
support-priority,photography,PASS,,2,2,"",2026-08-03T20:49:11.3078652+02:00
support-priority,product_project_management,PASS,,2,2,"",2026-08-03T20:49:13.4979772+02:00
support-priority,engineering_science,PASS,,2,2,"",2026-08-03T20:49:15.6615291+02:00
support-priority,web3,PASS,,2,2,"",2026-08-03T20:49:18.1594845+02:00
support-priority,localization,PASS,,2,2,"",2026-08-03T20:49:20.4179616+02:00
support-priority,community_moderation,PASS,,2,2,"",2026-08-03T20:49:22.8283258+02:00
support-priority,creator_services,PASS,,2,2,"",2026-08-03T20:49:24.9833212+02:00
support-priority,real_estate_services,PASS,,2,2,"",2026-08-03T20:49:27.1422211+02:00
support-priority,healthcare,PASS,,2,2,"",2026-08-03T20:49:29.2783911+02:00
support-priority,legal,PASS,,2,2,"",2026-08-03T20:49:31.4301898+02:00
support-priority,retail,PASS,,2,2,"",2026-08-03T20:49:33.6488806+02:00
support-priority,hospitality,PASS,,2,2,"",2026-08-03T20:49:35.9277134+02:00
support-priority,construction,PASS,,2,2,"",2026-08-03T20:49:38.0784753+02:00
support-priority,education,PASS,,2,2,"",2026-08-03T20:49:40.4442646+02:00
support-priority,finance,PASS,,2,2,"",2026-08-03T20:49:42.6955904+02:00
support-priority,logistics,PASS,,2,2,"",2026-08-03T20:49:44.9771407+02:00
support-priority,beauty,PASS,,2,2,"",2026-08-03T20:49:47.1274776+02:00
support-priority,fitness,PASS,,2,2,"",2026-08-03T20:49:49.3293384+02:00
support-priority,agriculture,PASS,,2,2,"",2026-08-03T20:49:51.4593520+02:00
support-priority,automotive,PASS,,2,2,"",2026-08-03T20:49:53.6927342+02:00
support-priority,real-estate,PASS,,2,2,"",2026-08-03T20:49:56.0219504+02:00
